image_path,mask_path,class,sphericity
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (336).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (336)_mask.png,0,0.7453953426787241
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (89).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (89)_mask.png,0,0.9222039002339958
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (269).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (269)_mask.png,0,0.8950252567628405
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (185).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (185)_mask.png,0,0.9206222728777115
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (3).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (3)_mask.png,0,0.8434045569375996
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (324).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (324)_mask.png,0,0.9084856932303556
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (437).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (437)_mask.png,0,0.7859688779694626
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (283).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (283)_mask.png,0,0.8805724980898426
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (208).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (208)_mask.png,0,0.9218670700845756
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (434).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (434)_mask.png,0,0.9048570443329248
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (54).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (54)_mask.png,0,
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (94).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (94)_mask.png,0,0.8266531228772118
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (233).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (233)_mask.png,0,0.9280509402921171
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (31).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (31)_mask.png,0,0.900343403095591
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (372).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (372)_mask.png,0,0.8529774890791216
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (146).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (146)_mask.png,0,0.9452116637639528
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (255).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (255)_mask.png,0,0.9272324850840854
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (222).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (222)_mask.png,0,0.8362897094215934
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (107).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (107)_mask.png,0,0.8997896515432726
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (360).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (360)_mask.png,0,0.9382995192316805
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (106).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (106)_mask.png,0,0.9275118412775647
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (323).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (323)_mask.png,0,0.9177598398370093
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (188).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (188)_mask.png,0,0.9025765074853765
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (409).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (409)_mask.png,0,0.82720505674409
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (393).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (393)_mask.png,0,0.8947238525716632
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (374).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (374)_mask.png,0,0.8347744747774846
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (76).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (76)_mask.png,0,0.9311786328552986
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (383).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (383)_mask.png,0,0.8941052727169877
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (4).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (4)_mask.png,0,0.8893684999722332
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (330).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (330)_mask.png,0,0.8718103889231728
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (53).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (53)_mask.png,0,0.9157683585967827
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (226).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (226)_mask.png,0,0.7729595528843781
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (432).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (432)_mask.png,0,0.8120520547968882
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (258).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (258)_mask.png,0,0.9033622797092231
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (267).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (267)_mask.png,0,0.8657599915427253
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (206).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (206)_mask.png,0,0.8660595906225845
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (322).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (322)_mask.png,0,0.926134373306038
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (151).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (151)_mask.png,0,0.9145897669880325
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (69).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (69)_mask.png,0,0.8487992204632074
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (427).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (427)_mask.png,0,0.930517980058462
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (276).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (276)_mask.png,0,0.9306148983976963
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (371).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (371)_mask.png,0,0.8879731306136769
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (362).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (362)_mask.png,0,0.855894085464115
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (396).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (396)_mask.png,0,0.5573445313022536
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (403).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (403)_mask.png,0,0.8527966119201257
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (27).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (27)_mask.png,0,0.9387521205026942
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (325).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (325)_mask.png,0,0.907099642078925
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (414).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (414)_mask.png,0,0.8441213800238401
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (252).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (252)_mask.png,0,0.8027992402508837
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (134).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (134)_mask.png,0,0.8387702328473942
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (14).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (14)_mask.png,0,0.8283065572924714
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (194).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (194)_mask.png,0,0.9094569558949019
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (353).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (353)_mask.png,0,0.7634508825755278
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (12).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (12)_mask.png,0,0.8969335095692641
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (424).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (424)_mask.png,0,0.8044347210881596
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (170).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (170)_mask.png,0,0.8575461820496961
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (15).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (15)_mask.png,0,0.9022801091864864
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (299).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (299)_mask.png,0,0.8071504762274706
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (113).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (113)_mask.png,0,0.8346775958920918
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (238).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (238)_mask.png,0,0.9000106963491123
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (209).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (209)_mask.png,0,0.8820135454087397
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (337).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (337)_mask.png,0,0.9301224802211213
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (80).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (80)_mask.png,0,0.9198041373808655
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (35).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (35)_mask.png,0,
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (381).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (381)_mask.png,0,0.8906719711698712
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (329).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (329)_mask.png,0,0.8765321912855182
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (176).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (176)_mask.png,0,0.8554459430118886
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (83).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (83)_mask.png,0,0.9085416669694987
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (413).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (413)_mask.png,0,0.65625903074352
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (200).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (200)_mask.png,0,0.8244666425787937
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (341).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (341)_mask.png,0,0.8895014132087005
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (101).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (101)_mask.png,0,0.8831955902978081
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (263).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (263)_mask.png,0,0.7842197500117845
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (59).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (59)_mask.png,0,0.8985430710510799
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (150).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (150)_mask.png,0,0.9078439580267696
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (45).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (45)_mask.png,0,0.9049532188502355
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (419).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (419)_mask.png,0,0.7279306495392561
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (279).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (279)_mask.png,0,0.7944540105017864
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (242).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (242)_mask.png,0,0.8683445668199474
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (120).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (120)_mask.png,0,0.9335948070453186
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (28).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (28)_mask.png,0,0.9068295369500768
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (30).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (30)_mask.png,0,0.9466394025398795
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (88).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (88)_mask.png,0,246.74697102607573
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (373).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (373)_mask.png,0,0.9019358944901089
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (298).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (298)_mask.png,0,0.8809369381104148
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (428).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (428)_mask.png,0,0.7281616291006837
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (91).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (91)_mask.png,0,0.8492389564597412
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (121).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (121)_mask.png,0,0.90744271207814
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (380).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (380)_mask.png,0,0.8518300616030804
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (36).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (36)_mask.png,0,0.9211414700692694
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (407).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (407)_mask.png,0,0.8844048718798303
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (174).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (174)_mask.png,0,0.8920383049613254
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (44).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (44)_mask.png,0,0.8481950273416518
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (196).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (196)_mask.png,0,0.6090986324321092
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (367).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (367)_mask.png,0,0.7359154152655921
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (292).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (292)_mask.png,0,0.8037750230317028
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (377).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (377)_mask.png,0,0.8679527075765442
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (66).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (66)_mask.png,0,0.9317324877229053
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (286).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (286)_mask.png,0,0.7888361230790701
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (261).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (261)_mask.png,0,0.8745726618049706
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (431).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (431)_mask.png,0,0.7743173609987009
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (334).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (334)_mask.png,0,0.9307706308386261
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (397).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (397)_mask.png,0,0.8995532558313406
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (219).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (219)_mask.png,0,0.7782493850485784
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (11).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (11)_mask.png,0,0.8359955943266278
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (23).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (23)_mask.png,0,0.8806065278369776
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (156).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (156)_mask.png,0,
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (418).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (418)_mask.png,0,0.7468906868708758
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (382).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (382)_mask.png,0,0.7836928741459345
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (55).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (55)_mask.png,0,0.9353837804472374
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (394).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (394)_mask.png,0,0.7680727770170848
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (103).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (103)_mask.png,0,0.8729418132860423
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (289).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (289)_mask.png,0,0.8099499150422945
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (117).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (117)_mask.png,0,0.904890771837568
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (357).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (357)_mask.png,0,0.8473114356384033
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (294).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (294)_mask.png,0,0.8002793709142165
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (436).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (436)_mask.png,0,0.8986523666151496
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (186).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (186)_mask.png,0,0.9318787789947879
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (197).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (197)_mask.png,0,0.8940481024553162
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (162).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (162)_mask.png,0,0.9339801873523834
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (143).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (143)_mask.png,0,0.8629991557235627
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (110).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (110)_mask.png,0,0.8556614328919843
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (392).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (392)_mask.png,0,0.897715706541698
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (64).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (64)_mask.png,0,0.888165324361135
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (240).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (240)_mask.png,0,
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (85).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (85)_mask.png,0,0.906043955760391
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (10).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (10)_mask.png,0,0.9154053917378202
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (420).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (420)_mask.png,0,0.7546174967571542
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (46).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (46)_mask.png,0,0.9489467221923223
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (82).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (82)_mask.png,0,0.9193817906128552
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (327).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (327)_mask.png,0,0.9299397265137865
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (293).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (293)_mask.png,0,0.8150525957880304
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (426).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (426)_mask.png,0,0.7586539489780041
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (21).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (21)_mask.png,0,0.8632767994293
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (191).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (191)_mask.png,0,0.8238064214095063
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (385).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (385)_mask.png,0,0.8207366249777883
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (157).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (157)_mask.png,0,0.889919080410801
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (423).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (423)_mask.png,0,0.6435487606771119
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (232).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (232)_mask.png,0,0.932102225686954
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (215).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (215)_mask.png,0,0.9475554364692876
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (202).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (202)_mask.png,0,0.9337790942884346
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (192).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (192)_mask.png,0,0.9077107747787396
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (125).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (125)_mask.png,0,0.8621522434337313
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (163).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (163)_mask.png,0,0.9067482011234889
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (401).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (401)_mask.png,0,0.9017551525326877
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (405).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (405)_mask.png,0,0.8199740767756415
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (187).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (187)_mask.png,0,0.8277020215420403
/home/dsplab/Robin/image_mask/dataset/benign_images/benign (316).png,/home/dsplab/Robin/image_mask/dataset/benign_mask/benign (316)_mask.png,0,0.7779557063889511
