image_path,class
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (146).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (147).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (148).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (149).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (15).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (150).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (151).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (152).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (153).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (154).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (155).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (156).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (157).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (158).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (159).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (16).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (160).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (161).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (162).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (163).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (164).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (165).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (166).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (167).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (168).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (169).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (17).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (170).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (171).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (172).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (173).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (174).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (175).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (176).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (177).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (178).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (179).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (18).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (180).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (181).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (182).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (183).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (184).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (185).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (186).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (187).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (188).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (189).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (19).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (190).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (191).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (192).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (193).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (194).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (195).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (196).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (197).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (198).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (199).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (2).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (20).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (200).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (201).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (202).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (203).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (204).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (205).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (206).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (207).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (208).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (209).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (21).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (210).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (211).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (212).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (213).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (214).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (215).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (216).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (217).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (218).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (219).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (22).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (220).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (221).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (222).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (223).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (224).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (225).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (226).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (227).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (228).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (229).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (23).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (230).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (231).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (232).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (233).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (234).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (235).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (236).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (237).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (238).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (239).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (24).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (240).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (241).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (242).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (243).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (244).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (245).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (246).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (247).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (248).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (249).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (25).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (250).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (251).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (252).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (253).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (254).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (255).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (256).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (257).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (258).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (259).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (26).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (260).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (261).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (262).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (263).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (264).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (265).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (266).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (267).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (268).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (269).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (27).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (270).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (271).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (272).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (273).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (274).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (275).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (276).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (277).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (278).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (279).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (28).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (280).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (281).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (282).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (283).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (284).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (285).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (286).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (287).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (288).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (289).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (29).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (290).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (291).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (292).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (293).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (294).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (295).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (296).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (297).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (298).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (299).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (3).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (30).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (300).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (301).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (302).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (303).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (304).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (305).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (306).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (307).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (308).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (309).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (31).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (310).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (311).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (312).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (313).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (314).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (315).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (316).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (317).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (318).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (319).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (32).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (320).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (321).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (322).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (323).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (324).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (325).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (326).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (327).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (328).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (329).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (33).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (330).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (331).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (332).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (333).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (334).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (335).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (336).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (337).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (338).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (339).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (34).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (340).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (341).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (342).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (343).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (344).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (345).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (346).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (347).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (348).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (349).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (35).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (350).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (351).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (352).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (353).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (354).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (355).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (356).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (357).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (358).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (359).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (36).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (360).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (361).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (362).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (363).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (364).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (365).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (366).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (367).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (368).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (369).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (37).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (370).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (371).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (372).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (373).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (374).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (375).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (376).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (377).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (378).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (379).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (38).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (380).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (381).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (382).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (383).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (384).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (385).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (386).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (387).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (388).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (389).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (39).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (390).png,0
C:\Users\labdsp\Documents\Croissant\only_pic\dataset\benign_images\benign (391).png,0
